title,salary,experience,education,skill,city
技术支持工程师,12500.0,2,本科,6,上海
Java高级软件工程师,12000.0,5,大专,2,成都
高级数据库运维工程师,22500.0,5,本科,2,上海
区块链架构师(职位编号：40),35000.0,5,本科,3,广州
Data Engineer/ Data Analyst (Contractor),12000.0,0,本科,1,上海
软件开发工程师,15000.0,3,本科,9,北京
高级数据分析师(职位编号：31),30000.0,3,本科,9,广州
数据分析师,7000.0,1,本科,6,上海
高级生物信息研发工程师(职位编号：008),27500.0,3,硕士,11,北京
高级PHP开发工程师(职位编号：16),17500.0,3,本科,2,深圳
数据分析师,7000.0,1,本科,6,上海
C#软件开发工程师,11000.0,1,本科,4,北京
高级数据分析师（深圳）(职位编号：03),30000.0,3,本科,9,深圳
测试工程师,12500.0,0,本科,4,北京
高级数据分析师,30000.0,3,本科,9,广州
配置管理工程师,22500.0,0,本科,7,深圳
高级商业分析工程师,12500.0,3,本科,9,广州
高级系统测试工程师,17500.0,5,本科,7,深圳
系统测试,7500.0,3,大专,9,北京
总公司-运维安全岗(职位编号：cathaylife000652),14583.0,0,本科,6,上海
技术支持工程师,6250.0,0,本科,9,济宁
数据挖掘工程师（推荐方向） (MJ000192),22500.0,0,本科,8,广州
高级人才数据分析师(J190130005)(职位编号：J190130005),22500.0,3,本科,6,北京
数据科学家,26666.0,3,硕士,9,北京
云计算讲师,17500.0,0,本科,1,深圳
运营分析专家(J190315006)(职位编号：J190315006),35000.0,5,本科,11,北京
测试工程师(职位编号：000882),14000.0,3,大专,8,深圳
C++软件开发工程师（中级）,15000.0,3,本科,7,上海
策略运营分析专家(J190403012)(职位编号：J190403012),22500.0,3,本科,12,北京
数据运维专员,9000.0,2,本科,3,上海
银行数据库开发专员,9000.0,2,本科,10,上海
增长策略算法工程师(J190327003)(职位编号：J190327003),35000.0,3,本科,7,北京
计算机视觉/图像识别高级工程师(职位编号：006),19000.0,5,本科,5,成都
系统集成工程师,17500.0,3,本科,7,广州
国际化策略专家算法工程师(J190107011)(职位编号：J190107011),45000.0,5,硕士,5,北京
软件测试工程师,8500.0,2,本科,6,广州
Linux运维工程师,12500.0,3,大专,4,广州
资深算法工程师(J190402014)(职位编号：J190402014),27500.0,3,本科,7,北京
Web前端开发工程师,12500.0,3,大专,3,广州
资深SEO工程师,17500.0,3,大专,10,深圳
数据BI分析师(J190320026)(职位编号：J190320026),22500.0,0,大专,9,北京
运维工程师,7000.0,3,大专,6,广州
高级系统工程师,15000.0,5,本科,4,深圳
运维工程师,7000.0,3,大专,7,广州
计算机视觉算法工程师,17000.0,3,本科,11,广州
Firmware Engineer,17500.0,0,博士,2,上海
机器视觉（深度学习）算法工程师,15000.0,1,本科,6,深圳
算法实习生（偏ROS）,6000.0,0,本科,6,上海
C++高级开发工程师,17500.0,5,大专,4,上海
软件测试工程师,11500.0,2,大专,15,上海
Linux C/C++后台开发工程师,12500.0,2,本科,6,北京
嵌入式软件工程师（Summer Intern）,12000.0,0,本科,5,上海
技术主管,20833.0,5,大专,6,上海
自动化测试工程师,22500.0,5,本科,4,北京
IT应用和基础设施运营工程师校招岗(004XX3),9000.0,0,本科,7,北京
软件工程师,20000.0,1,本科,2,上海
嵌入式Linux开发工程师,12500.0,3,大专,2,深圳
软件工程师 (MES SCADA OEE),15000.0,3,本科,2,上海
Big data 大数据工程师,16000.0,3,本科,5,上海
游戏后台开发,22500.0,3,本科,6,广州
IBM Cloud Developer,35000.0,0,本科,4,北京
测试工程师,9500.0,3,大专,6,深圳
DBA（mysql方向，海外菲律宾）,27500.0,0,本科,8,成都
数据质控经理,35000.0,5,本科,9,上海
数据架构师,20000.0,5,本科,1,成都
运维工程师,30000.0,5,大专,4,上海
测试工程师/测试开发工程师,22500.0,0,本科,4,上海
高级风控建模工程师,24000.0,5,本科,1,成都
大数据开发工程师,22500.0,5,本科,5,上海
Web前端开发工程师-React,15000.0,3,本科,5,上海
中高级Java工程师,14000.0,3,大专,4,成都
图像算法工程师,22500.0,0,硕士,7,上海
BI分析-大数据分析,15000.0,8,本科,8,深圳
高级测试工程师,17500.0,0,本科,8,深圳
BI工程师,14000.0,3,大专,2,深圳
AI产业与标准专家-B02,12000.0,0,硕士,6,深圳
数据库开发工程师,22500.0,3,大专,8,深圳
高级工程师/软件架构师,25500.0,0,本科,8,北京
运维工程师,15000.0,3,本科,4,广州
高级大数据算法与开发工程师,20833.0,2,本科,4,上海
信息安全工程师,15000.0,1,大专,12,广州
机器学习/计算机视觉算法工程师,15000.0,0,本科,5,北京
Web前端开发工程师,20000.0,5,本科,1,上海
机器视觉工程师,17500.0,3,本科,8,广州
遥感数据分析工程师,10499.0,0,本科,8,北京
AI算法工程师,22500.0,3,本科,8,上海
测试工程师,6500.0,2,大专,4,广州
数据库运维工程师,15000.0,0,本科,4,北京
运维工程师,17500.0,5,本科,3,深圳
月薪15K  C# 开发,12500.0,0,本科,3,广州
金融投资研究（海外留学生优先+香港晋升）,17500.0,1,大专,9,广州
系统架构师,29166.0,0,本科,7,深圳
运维经理,20000.0,5,本科,3,深圳
软件测试工程师,9500.0,3,本科,3,北京
系统测试主管,16000.0,0,本科,8,上海
大数据开发经理 / 架构师,22500.0,3,本科,9,广州
运维主管/经理（NOC）,25000.0,0,本科,5,上海
软件测试工程师,8000.0,2,本科,3,上海
期权交易员,15000.0,2,本科,6,上海
测试主管,21500.0,5,本科,5,上海
NLP算法工程师,22500.0,0,硕士,10,上海
Cocos2d-x开发工程师,20000.0,0,本科,9,深圳
SSD Systems Design Engineer,12000.0,0,本科,2,上海
金融数据分析师,17500.0,3,本科,11,上海
大数据架构师,12500.0,3,大专,4,上海
图像工程师 OCR,17500.0,2,硕士,7,上海
SSD Systems Design Engineer 1,12000.0,0,本科,2,上海
游戏安全工程师,37500.0,5,大专,7,深圳
高级软件开发工程师,22500.0,0,本科,1,北京
IT运维交付工程师,12500.0,2,大专,3,四川省
开发工程师（后台开发）(职位编号：003212),12500.0,2,本科,10,广州
高级web前端工程师,14000.0,3,本科,4,成都
运维工程师,15000.0,0,本科,7,深圳
手机游戏开发工程师（后端）,20000.0,0,本科,8,上海
博士后,12500.0,0,博士,6,北京
大数据分析工程师(职位编号：002440),17500.0,0,本科,11,北京
大数据开发工程师,27500.0,3,本科,5,深圳
架构师（开放平台）,22500.0,5,本科,3,成都
风险政策培训生,12000.0,0,硕士,9,广州
机器人研发工程师,12500.0,3,硕士,11,上海
运维工程师,12500.0,5,大专,5,成都
27210X-数据仓库工程师(职位编号：27210X),22500.0,2,本科,5,上海
数据开发工程师,17500.0,2,大专,9,上海
安全运维工程师,17500.0,5,本科,6,成都
数据分析培训生,12000.0,0,硕士,1,广州
8K编程老师+月休8天/餐补1000(职位编号：5),9000.0,0,本科,6,深圳
自动化测试工程师（编号 02）,12500.0,2,本科,10,上海
数据分析师,12000.0,0,本科,9,北京
运维工程师,5250.0,1,大专,3,广州
初中级软件测试工程师（02）,9000.0,2,本科,6,上海
ASIC Design Verification Engineer,32500.0,2,硕士,2,上海
C++开发工程师+晋升空间大,16500.0,3,本科,9,珠海
测试工程师（02）,9000.0,1,本科,5,上海
C#开发工程师,16000.0,2,本科,3,上海
系统工程师,9000.0,1,大专,6,成都
软件测试工程师（保险）02,7500.0,0,本科,5,上海
技术支持工程师,15000.0,3,本科,8,上海
数据处理专员,7000.0,2,本科,13,北京
软件测试工程师(02),11500.0,2,大专,5,上海
IT运维工程师,12500.0,2,大专,2,深圳
后端开发实习生,3500.0,0,本科,7,成都
运维开发工程师,12500.0,3,本科,3,成都
运维工程师,12500.0,3,本科,4,深圳
运维工程师,30000.0,0,本科,5,上海
安全开发工程师,13500.0,3,本科,8,成都
Optical Calibration System Designer,22916.0,0,本科,2,深圳
信息安全工程师,12500.0,2,大专,9,上海
测试工程师（中级）,11000.0,2,大专,9,上海
游戏开发工程师（2019、2020应届生优先）,15000.0,0,本科,7,北京
测试工程师 (MJ000146),12000.0,2,本科,10,广州
运维工程师,9000.0,2,大专,3,广州
Tech Lead-Advanced Timing Signoff Guidelines(职位编号：Higon000605),45000.0,0,本科,3,上海
定量反演工程师（物理模型）,15000.0,0,硕士,11,武汉
C/C++软件工程师,21500.0,0,本科,8,深圳
Advance Timing Signoff Leader(职位编号：Higon000581),45000.0,1,硕士,3,北京
定量反演工程师（辐射传输）,15000.0,0,硕士,5,武汉
信息技术主管,17500.0,3,本科,3,上海
数据挖掘工程师（推荐方向） (MJ000191),22500.0,3,本科,8,广州
大数据就业指导,12500.0,2,大专,3,深圳
技术支持工程师,4000.0,0,本科,9,广州
中高级爬虫工程师,17500.0,3,大专,4,广州
NLP算法工程师（应届毕业生/实习生）,12500.0,0,硕士,9,深圳
系统运维工程师,10500.0,1,大专,10,深圳
C++软件工程师,20000.0,3,本科,6,上海
嵌入式软件工程师(职位编号：002),11000.0,1,本科,2,深圳
大数据开发工程师,17500.0,3,本科,4,广州
主动安全决策系统架构师,30000.0,0,本科,9,上海
全栈开发工程师,20000.0,5,本科,1,上海
数据分析师,20000.0,3,本科,10,广州
路径规划算法工程师,25000.0,1,本科,11,上海
运营数据分析（电商）,12500.0,3,本科,9,广州
C资深测试工程师,24000.0,5,大专,8,上海
传感器融合算法工程师,30000.0,3,硕士,15,上海
DevOps 高级工程师,12000.0,5,本科,2,深圳
技术总监,17500.0,1,大专,3,昆山
高级测试工程师,17500.0,5,本科,5,上海
游戏数据分析师,11500.0,0,本科,12,广州
高级软件开发工程师,17500.0,3,本科,6,深圳
配置管理工程师,11500.0,2,本科,5,上海
数据分析/数据科学(职位编号：002085),12500.0,0,本科,8,上海
"Senior Data Statistician, Digital",35000.0,0,本科,2,上海
GPU Power Modeling Engineer(职位编号：000747),30000.0,0,本科,2,上海
高级测试工程师（自动驾驶）,17500.0,3,本科,5,上海
IC验证工程师,17500.0,0,硕士,3,成都
CPU验证工程师(职位编号：Higon000708),27500.0,3,本科,6,北京
自动驾驶主动安全决策系统专家,30000.0,0,本科,9,上海
"Research Assistant (Finance,Economics)-上海-00240",7000.0,0,硕士,3,上海
图形芯片验证主管工程师(职位编号：000635),27500.0,0,本科,3,上海
深度学习算法工程师,37500.0,0,硕士,8,上海
Openstack运维工程师,11000.0,2,大专,4,深圳
运维工程师,15500.0,3,本科,5,北京
SLAM算法工程师,27500.0,0,硕士,6,上海
系统运维工程师,15000.0,3,本科,2,深圳
自动化测试工程师,17500.0,3,本科,12,北京
Blockchain区块链开发工程师,22500.0,0,本科,6,深圳
服务器端开发工程师,35000.0,3,本科,6,上海
大数据挖掘工程师,17500.0,0,本科,11,广州
ETL工程师,19000.0,3,大专,5,深圳
区块链技术总监,35000.0,5,本科,11,深圳
协议栈测试高级工程师,12500.0,0,本科,5,深圳
网络安全工程师（高级）,40000.0,5,本科,8,深圳
数据交换系统工程师,11500.0,0,大专,2,广州
SOFTWARE ENGINEER,27500.0,3,本科,2,北京
运维工程师,12500.0,5,大专,6,广州
算法工程师,21500.0,3,硕士,5,北京
大数据分析高级工程师 (MJ000114),41666.0,0,本科,10,上海
技术开发总监,21500.0,5,本科,5,上海
系统工程师,15000.0,0,本科,5,北京
运维工程师,17500.0,5,本科,2,北京
业务运维工程师,16000.0,3,本科,9,广州
AI算法工程师,20000.0,0,硕士,8,北京
运维工程师,17500.0,2,本科,4,北京
系统运维工程师,16000.0,3,本科,8,广州
技术总监,50000.0,0,本科,8,上海
Cloud Backend Software Engineer,22500.0,5,本科,1,上海
安全运维工程师,16000.0,3,本科,9,广州
自动化工程师,18500.0,5,本科,10,深圳
高级软件开发工程师（IPS）,17500.0,3,本科,1,上海
技术支持工程师,18000.0,3,本科,7,广州
运维工程师,12500.0,3,本科,3,深圳
高级/资深自动化测试工程师,20000.0,3,大专,5,上海
数据开发,25000.0,2,大专,5,上海
射频算法工程师,12500.0,3,本科,12,西安
初级软件工程师（考虑学生实习）,7000.0,0,本科,5,深圳
web前端授课讲师,12500.0,2,大专,4,广州
爬虫工程师,15000.0,1,本科,10,北京
Web前端开发工程师,12500.0,5,大专,4,成都
数据分析讲师（教师）,17500.0,0,本科,9,上海
Java开发工程师,17500.0,3,大专,4,成都
电力大数据算法工程师（急招）,14000.0,2,硕士,10,深圳
大数据开发工程师/讲师,22500.0,0,本科,7,上海
Golang高级软件工程师,17500.0,5,大专,6,成都
智能电力系统研究员 / 智能电力大数据算法工程师,9000.0,0,硕士,10,深圳
大数据(开发、分析、算法),20000.0,5,本科,4,北京
Golang中级软件工程师,12500.0,2,本科,6,成都
报表开发BI程序员,11000.0,1,大专,6,上海
高级java工程师,14000.0,3,大专,1,成都
运维工程师（创新技术中心）,15000.0,3,本科,5,广州
大数据开发工程师,15000.0,0,本科,8,上海
资深测试工程师,22500.0,0,本科,7,上海
DBA工程师,15000.0,3,本科,10,上海
设计验证工程师,30000.0,2,本科,3,上海
高级系统工程师,22500.0,5,大专,5,广州
中级测试工程师,9000.0,3,大专,11,成都
信息安全工程师（渗透测试方向）,30000.0,5,本科,3,上海
DevOps开发,22500.0,5,本科,8,广州
大数据工程师,22500.0,2,本科,8,上海
C++/java软件开发工程师(职位编号：A1009),12500.0,3,本科,6,广州
自动化测试工程师,17500.0,5,大专,6,广州
DBA工程师,20000.0,3,本科,3,北京
配置管理开发工程师,25000.0,3,本科,6,北京
机器算法工程师,25000.0,2,硕士,12,深圳
高级前端开发工程师,16500.0,5,大专,4,成都
科技管理部运维高级工程师,17500.0,5,本科,5,北京
C++开发工程师,22500.0,3,本科,5,北京
科技管理部应用系统运维岗,17500.0,0,本科,8,北京
后端开发工程师,27500.0,3,大专,6,上海
自动驾驶决策规划工程师,37500.0,3,本科,9,上海
服务器软件研发工程师,22500.0,2,本科,7,广州
后端开发工程师,22500.0,3,本科,10,北京
智能决策技术设计师--决策优化算法方向,12000.0,0,硕士,8,上海
运维工程师,6500.0,1,大专,3,上海
软件测试工程师（路测）,9000.0,2,本科,10,深圳
编程老师+均薪1W以上+美国上市公司+出国旅游,12500.0,0,大专,8,广州
运维工程师,14000.0,3,本科,3,上海
资深测试经理,25000.0,1,本科,9,深圳
DevOps工程师,15000.0,3,大专,4,上海
C++高级开发工程师,17500.0,3,本科,2,成都
自动化测试工程师,22500.0,5,本科,8,深圳
生信分析工程师,27500.0,1,硕士,11,上海
爬虫开发工程师,16500.0,3,本科,4,北京
测试工程师,12500.0,0,本科,8,上海
数据库管理岗（DBA）,17500.0,2,本科,10,上海
软件测试工程师,10000.0,3,大专,9,广州
大数据架构师,45000.0,5,本科,7,北京
服务器运维工程师,9000.0,3,本科,3,深圳
西码工业云-城市合伙人,37500.0,0,本科,4,上海
高级信号系统测试工程师,20000.0,3,本科,9,深圳
信息/IT工程师,5250.0,0,本科,10,成都
高级运维工程师,20000.0,5,本科,7,上海
Java高级服务器开发,35000.0,5,本科,11,北京
机器算法实习生,6000.0,0,硕士,4,北京
生物信息工程师(职位编号：HYY-1),8000.0,0,硕士,10,广州
软件测试工程师,11000.0,2,本科,9,深圳
算法工程师,35000.0,3,本科,2,上海
系统测试工程师,9000.0,0,本科,7,广州
Java开发工程师,12500.0,5,本科,4,西安
轨道信号系统高级工程师,22500.0,5,硕士,10,深圳
.NET开发工程师,12500.0,0,本科,2,上海
运维工程师,11500.0,3,大专,3,深圳
信息安全工程师,5750.0,1,本科,5,广州
测试工程师,12500.0,3,本科,9,广州
自动化测试工程师,10000.0,3,大专,9,广州
网络安全工程师,29166.0,2,大专,11,深圳
C++高级开发工程师,17500.0,2,本科,8,广州
生物信息分析工程师,9500.0,2,本科,10,广州
人工智能技术专家,33333.0,0,博士,4,深圳
系统工程师,20000.0,0,本科,6,北京
算法工程师（散射方向）,30000.0,3,博士,2,上海
大数据算法开发资深工程师,62500.0,3,本科,3,深圳
运维组长(J11048),27500.0,0,本科,2,北京
高级测试工程师(职位编号：TCL001863),12500.0,0,本科,12,广州
博士研究员(AI/大数据/音视频/NLP方向博士欢迎投递),33333.0,0,博士,3,深圳
运维工程师(J11049),7850.0,0,本科,2,北京
数据录入/制图助理/电脑绘图员,2916.0,0,大专,14,成都
合约开发工程师,20000.0,3,本科,8,广州
产品经理（调研员）(J10883),9000.0,1,本科,7,北京
C/C++/Android 软件开发工程师（汽车电子行业）,13333.0,0,本科,7,成都
计算机视觉算法工程师,20000.0,5,硕士,5,广州
高级招聘专员(J11652),10500.0,0,本科,7,北京
系统运维工程师/linux运维,6500.0,2,本科,4,广州
算法工程师,12500.0,0,本科,5,深圳
人工智能讲师(J11601),30000.0,0,本科,5,北京
信息安全专家/经理,35000.0,8,本科,7,上海
大数据开发工程师（高级）,17500.0,3,本科,5,成都
产品经理（调研员）(J10883),9000.0,1,本科,1,北京
大数据开发工程师,18000.0,3,本科,6,上海
生物信息工程师,12500.0,3,本科,6,上海
区块链课程研究员(J10879),45000.0,0,本科,8,北京
资深JAVA服务器开发,22500.0,5,本科,5,上海
运维工程师,18500.0,5,本科,5,上海
大数据课程研究员(J11414),40000.0,0,本科,1,北京
运维工程师（日语）,14000.0,3,本科,4,上海
大数据及云平台项目/技术经理,17500.0,0,本科,6,成都
大数据课程研究员(J11063),35000.0,3,本科,4,北京
测试 (MJ000647),11500.0,3,大专,14,广州
系统工程师（主机及分布式存储方向）（驻场）,10416.0,3,大专,4,上海
调研员(J10891),11500.0,1,本科,7,北京
风控数据分析师,12500.0,2,本科,11,上海
运维经理,25000.0,5,本科,4,广州
高级招聘专员(J11647),10000.0,0,本科,7,北京
服务器高级开发工程师(职位编号：J190541),17500.0,2,本科,5,广州
软件测试员,5500.0,1,大专,7,成都
大数据课程研究员(J11752),37500.0,0,本科,7,北京
资深开发工程师(职位编号：J190325),17500.0,0,本科,9,广州
自然语言处理工程师,20000.0,1,硕士,1,广州
pythonweb 开发(J11729),40000.0,3,本科,4,北京
G70手游服务端开发工程师(职位编号：J190409),12500.0,0,本科,6,广州
G67手游开发工程师 - 奇点事业部010(职位编号：J190349),17500.0,0,本科,6,广州
运维讲师(J11216),27500.0,5,本科,5,北京
游戏开发工程师,7500.0,1,大专,6,广州
手游客户端开发-奇点事业部010(职位编号：J184228),17500.0,2,本科,7,广州
测试讲师(J11565),25000.0,0,本科,3,北京
软件开发工程师（智能卡）,25000.0,3,大专,4,深圳
客户端高级开发工程师-合作产品部（广州）600(职位编号：J184223),17500.0,0,本科,8,广州
无线系统射频软件测试工程师,14500.0,0,本科,8,深圳
大数据分析工程师,22500.0,2,本科,5,深圳
手游客户端开发工程师-海神事业部400(职位编号：J184550),27500.0,0,本科,7,广州
Automotive Electrical Engineer,29166.0,5,本科,1,上海
5G系统软件测试工程师（深圳）,15500.0,1,本科,7,深圳
手游服务端开发工程师-海神事业部400(职位编号：J184791),27500.0,0,本科,8,广州
IT产品经理,12500.0,5,本科,10,广州
手游服务端开发工程师-海神事业部200(职位编号：J184793),27500.0,0,本科,8,广州
中级服务器程序员,12500.0,1,本科,8,成都
手游客户端开发工程师-海神事业部200(职位编号：J184794),17500.0,0,本科,7,广州
JAVA WEB开发,11500.0,2,大专,6,深圳
工具软件开发高级工程师,15000.0,0,本科,8,上海
数据分析及处理工程师-成都上班,9000.0,1,本科,9,成都
Big Data analyst,12000.0,0,本科,1,北京
数据仓库开发工程师（深圳）,12500.0,2,本科,6,成都
高级DBA,27500.0,5,本科,1,深圳
算法工程师,20000.0,2,本科,7,广州
大数据平台运维工程师(深圳),12500.0,2,本科,10,成都
虚拟化软件测试工程师,14000.0,1,本科,14,上海
高级Linux嵌入式开发C/C++(英语流利),23000.0,8,本科,1,成都
自动化测试工程师,10000.0,3,本科,7,深圳
无线5G系统测试工程师,17500.0,1,本科,9,上海
商业运营平台部_高级数据研发工程师(职位编号：027058),22500.0,2,本科,10,北京
高级软件测试工程师,17500.0,3,本科,12,深圳
数字芯片验证高级工程师,22500.0,3,本科,3,深圳
"Analyst, Global Data & Information Management",12500.0,0,本科,1,北京
数据开发工程师,12500.0,5,本科,3,北京
5G产品应用软件测试开发工程师,15500.0,0,本科,13,深圳
报表开发工程师,12500.0,0,本科,5,上海
测试工程师 (MJ000690),11500.0,2,本科,14,广州
5G产品应用软件高级测试开发工程师,15500.0,0,本科,13,深圳
诊断工程师,12500.0,2,大专,6,深圳
数据库工程师DBA,15000.0,2,本科,3,上海
5G产品应用软件测试开发工程师,15500.0,0,本科,13,深圳
软件测试工程师,12500.0,3,本科,10,上海
运维工程师,14000.0,3,大专,6,上海
应用管理工程师,15000.0,3,本科,6,深圳
嵌入式软件工程师（智慧家庭）,20000.0,3,本科,7,深圳
信用花风控经理,40000.0,5,本科,11,北京
网络工程师,15000.0,3,本科,9,深圳
大数据运维工程师,15000.0,3,大专,8,广州
分析建模师,16000.0,3,本科,11,上海
软件测试工程师,12500.0,1,本科,9,上海
C++服务端开发（校招）,4500.0,0,本科,7,广州
软件开发经理/软件架构师（AI产品方向）,37500.0,8,硕士,6,上海
持续集成高级工程师,12500.0,5,本科,10,深圳
系统工程师,10000.0,2,本科,3,广州
测试工程师,22500.0,3,本科,9,上海
IT项目经理  产品经理,16000.0,3,本科,8,广州
软件测试高级工程师,12500.0,5,本科,6,深圳
信息安全工程师,26000.0,3,本科,13,上海
CAE软件开发工程师,9000.0,0,本科,4,上海
5G调度器高级软件测试工程师,12500.0,0,本科,9,深圳
风控策略分析师（电商）,32500.0,3,本科,11,上海
Product Evaluation & Test Enegineer,29166.0,3,硕士,1,上海
反欺诈策略分析（电商平台）,37500.0,2,本科,11,上海
Embedded Software Engineer,37500.0,3,硕士,1,上海
小微贷风控模型,27500.0,3,本科,6,北京
数据工程师,10000.0,3,本科,4,成都
算法工程师,35000.0,0,本科,8,上海
反欺诈系统分析师,9500.0,3,本科,12,上海
大数据运维工程师,9500.0,2,本科,8,广州
系统管理员/网络管理员,12500.0,0,大专,6,上海
资深信息安全工程师,28500.0,5,本科,13,上海
科技管理部运维开发工程师,17500.0,2,本科,5,北京
生物信息工程师,15000.0,2,本科,9,深圳
分析建模师,21000.0,3,本科,11,上海
测试工程师,14000.0,3,本科,5,深圳
C/C++软件工程师,24166.0,3,本科,4,上海
Java开发工程师,15000.0,5,本科,1,上海
数据工程师,9000.0,2,本科,5,上海
大数据运维工程师（金桥）,7000.0,1,大专,8,上海
反欺诈系统分析师,12500.0,2,本科,5,上海
软件研发工程师(嵌入式),17500.0,3,本科,8,上海
AI算法工程师,35000.0,3,本科,8,北京
数据建模,20000.0,3,本科,11,上海
研发类――测试工程师,18500.0,2,本科,9,北京
数据分析师（电商方向）,9000.0,3,本科,10,深圳
测试经理,13000.0,5,大专,3,广州
研发类――软件工程师,18500.0,2,本科,9,北京
高级算法工程师,30000.0,3,本科,12,广州
测试工程师,8500.0,2,大专,10,广州
研发类――大数据工程师,18500.0,2,本科,7,北京
DB2数据库管理员,17500.0,3,本科,6,上海
云软件工程师,15000.0,2,本科,7,成都
软件工程师（实习）,17500.0,0,本科,5,深圳
产品测试（初/中）,12500.0,0,本科,13,广州
高级商业智能分析工程师,20000.0,3,大专,11,深圳
高级测试工程师,12500.0,3,本科,6,北京
软件测试工程师,7000.0,0,本科,12,深圳
机器人控制研发工程师,17500.0,5,本科,6,深圳
游戏运维工程师,6500.0,1,大专,7,广州
AGV调度研发工程师,17500.0,3,本科,3,深圳
资深软件工程师,45000.0,3,本科,12,深圳
Signal Integrity Engineer,17500.0,2,硕士,2,上海
数据分析师（电力行业）,7500.0,1,本科,11,广州
初级软件工程师,27000.0,0,本科,9,深圳
php工程师,11500.0,1,本科,4,上海
高级数据分析师,12500.0,3,本科,9,广州
网络运维工程师,9000.0,5,大专,10,北京
asp.net工程师,22500.0,3,本科,4,北京
数据分析师,8000.0,1,本科,9,广州
Web前端开发工程师(职位编号：ZCI00180814),11500.0,2,本科,4,上海
测试开发工程师-1004,18500.0,2,本科,10,广州
PHP高级开发工程师,13500.0,3,大专,3,广州
Node.js开发工程师,15000.0,5,大专,4,深圳
服务器运维工程师(职位编号：023),10000.0,3,本科,4,上海
全栈工程师,21500.0,5,本科,2,西安
助理数据分析师,3750.0,0,本科,10,广州
测试工程师(,12500.0,0,本科,5,上海
图像算法工程师,22500.0,0,硕士,7,上海
算法工程师,14583.0,0,本科,11,上海
图像算法工程师,22500.0,0,硕士,7,深圳
软件研发经理,25000.0,5,本科,7,西安
游戏运维工程师,13500.0,3,大专,4,成都
工业互联网云平台-后端服务开发工程师,12000.0,1,本科,1,上海
Data Engineer Lead,35000.0,5,本科,2,深圳
Digital Project Operation Engineer,12000.0,2,本科,1,上海
测试工程师,8000.0,3,大专,7,成都
测试工程师 (MJ000784),18000.0,3,本科,10,广州
slam算法工程师,15000.0,0,本科,4,成都
高级数据挖掘工程师 (MJ000761),22500.0,2,本科,7,广州
测试工程师 (MJ000791),12500.0,3,本科,10,广州
数据分析师,27500.0,0,大专,3,上海
Android 系统测试实习生(J10336),5000.0,0,本科,6,深圳
前端开发经理,20500.0,5,本科,3,广州
软件配置管理工程师,15000.0,2,本科,7,上海
高级web开发工程师,20500.0,5,本科,3,广州
安全运营工程师(J11619),12000.0,2,本科,8,北京
数据分析师（数据挖掘）,10000.0,0,本科,2,佛山
软件测试工程师,10500.0,3,本科,6,北京
语音识别工程师--声学模型方向,20000.0,0,本科,5,北京
大数据开发/分析工程师,13000.0,3,大专,3,上海
渗透测试工程师,20833.0,2,大专,3,深圳
系统工程师做五休二180917,7000.0,0,本科,4,上海
大数据产品经理,25000.0,5,本科,9,北京
资深运维工程师,20000.0,5,本科,5,北京
系统工程师 应届生亦可181005,7000.0,0,本科,4,上海
软件测试开发工程师,9000.0,2,本科,4,广州
运维工程师,9000.0,2,大专,4,北京
IC验证工程师做五休二180920,7000.0,0,本科,2,上海
视频算法实习生,3750.0,0,硕士,9,上海
量化分析经理,50000.0,3,本科,10,上海
系统工程师应届生亦可181020,7000.0,0,本科,4,上海
期权软件工程师,12500.0,0,本科,11,上海
Bioinformatics&Stats,62500.0,0,本科,10,北京
大数据架构师,20000.0,3,本科,8,上海
C++游戏服务端--LLZ014,22500.0,5,本科,5,上海
软件测试工程师（上海）,12000.0,2,本科,4,上海
高级测试 (MJ000842),15000.0,3,本科,10,深圳
IC验证工程师做五休二181009,7000.0,0,本科,2,上海
性能/安全测试工程师,28500.0,5,本科,11,上海
高级测试工程师 (MJ000609),15000.0,3,本科,10,深圳
动画TD,10000.0,3,大专,7,广州
高薪招聘招聘专员,7500.0,2,大专,5,天津
密码产品测评工程师(职位编号：001),8000.0,2,本科,9,上海
中级测试工程师,14000.0,3,本科,4,上海
运维高级工程师,17500.0,3,本科,11,深圳
高级Oracle DBA（数据库管理员）,7500.0,3,大专,5,北京
Web前端工程师,14000.0,5,本科,4,上海
Hadoop大数据维护工程师,8333.0,2,大专,5,北京
DB 软件工程师,7000.0,2,大专,3,广州
TTS研发工程师,20000.0,0,硕士,5,上海
算法工程师,10000.0,0,本科,11,广州
00250-配置管理工程师,19000.0,3,本科,7,广州
深度学习工程师-北京（暑期实习生）,12000.0,0,本科,7,北京
生物信息工程师,7000.0,2,本科,12,广州
SOC设计工程师应届毕业生,20833.0,0,本科,5,上海
高级算法工程师,22500.0,0,本科,6,上海
IT工程师,7000.0,5,大专,9,广州
增值产品开发工程师,7000.0,0,大专,7,上海
软件工程师,50000.0,0,本科,2,北京
数据库工程师,11500.0,3,本科,4,上海
数据分析师,17500.0,0,本科,7,上海
软件配置管理工程师,9000.0,2,大专,4,上海
神经网络算法和实现高级工程师,50000.0,5,本科,6,北京
JAVA开发工程师,16000.0,3,本科,7,上海
高级应用运维工程师,25000.0,5,本科,4,上海
中间件软件工程师,50000.0,3,本科,3,北京
大数据运维工程师(北京）,12500.0,2,本科,7,北京
生物信息工程师（初级）,5250.0,1,本科,7,广州
算法测试高级工程师,27000.0,0,本科,6,深圳
